taxon_key,taxon_name,common_name,eez_name,eez_neighbour,n_ens,emerging_yr,Tresh
600089,Acanthocybium solandri,Wahoo,Mozambique Channel Isl. (France),Mozambique,10,2096,Tresh_one
600089,Acanthocybium solandri,Wahoo,Mozambique,Mozambique Channel Isl. (France),10,2096,Tresh_one
600089,Acanthocybium solandri,Wahoo,South Africa (Indian Ocean Coast),Mozambique,10,2060,Tresh_one
600089,Acanthocybium solandri,Wahoo,Mozambique,South Africa (Indian Ocean Coast),10,2060,Tresh_one
600089,Acanthocybium solandri,Wahoo,South Africa (Indian Ocean Coast),Mozambique,10,2084,Tresh_two
600089,Acanthocybium solandri,Wahoo,Mozambique,South Africa (Indian Ocean Coast),10,2084,Tresh_two
600089,Acanthocybium solandri,Wahoo,Tanzania,Mozambique,10,2039,Tresh_one
600089,Acanthocybium solandri,Wahoo,Mozambique,Tanzania,10,2039,Tresh_one
600089,Acanthocybium solandri,Wahoo,Tanzania,Mozambique,10,2065,Tresh_two
600089,Acanthocybium solandri,Wahoo,Mozambique,Tanzania,10,2065,Tresh_two
600089,Acanthocybium solandri,Wahoo,Solomon Isl.,New Caledonia (France),10,2007,Tresh_one
600089,Acanthocybium solandri,Wahoo,New Caledonia (France),Solomon Isl.,10,2007,Tresh_one
600089,Acanthocybium solandri,Wahoo,Solomon Isl.,New Caledonia (France),10,2016,Tresh_two
600089,Acanthocybium solandri,Wahoo,New Caledonia (France),Solomon Isl.,10,2016,Tresh_two
600089,Acanthocybium solandri,Wahoo,Panama (Caribbean),Nicaragua (Caribbean),10,2017,Tresh_one
600089,Acanthocybium solandri,Wahoo,Nicaragua (Caribbean),Panama (Caribbean),10,2017,Tresh_one
600089,Acanthocybium solandri,Wahoo,Panama (Caribbean),Nicaragua (Caribbean),10,2023,Tresh_two
600089,Acanthocybium solandri,Wahoo,Nicaragua (Caribbean),Panama (Caribbean),10,2023,Tresh_two
600089,Acanthocybium solandri,Wahoo,Sao Tome & Principe,Nigeria,10,2006,Tresh_one
600089,Acanthocybium solandri,Wahoo,Nigeria,Sao Tome & Principe,10,2006,Tresh_one
600089,Acanthocybium solandri,Wahoo,Sao Tome & Principe,Nigeria,10,2026,Tresh_two
600089,Acanthocybium solandri,Wahoo,Nigeria,Sao Tome & Principe,10,2026,Tresh_two
600089,Acanthocybium solandri,Wahoo,Pakistan,Oman,10,2014,Tresh_one
600089,Acanthocybium solandri,Wahoo,Oman,Pakistan,10,2014,Tresh_one
600089,Acanthocybium solandri,Wahoo,Pakistan,Oman,10,2016,Tresh_two
600089,Acanthocybium solandri,Wahoo,Oman,Pakistan,10,2016,Tresh_two
600089,Acanthocybium solandri,Wahoo,Yemen (Arabian Sea),Oman,10,2029,Tresh_one
600089,Acanthocybium solandri,Wahoo,Oman,Yemen (Arabian Sea),10,2029,Tresh_one
600089,Acanthocybium solandri,Wahoo,Yemen (Arabian Sea),Oman,10,2043,Tresh_two
600089,Acanthocybium solandri,Wahoo,Oman,Yemen (Arabian Sea),10,2043,Tresh_two
600089,Acanthocybium solandri,Wahoo,Solomon Isl.,Papua New Guinea,10,2009,Tresh_one
600089,Acanthocybium solandri,Wahoo,Papua New Guinea,Solomon Isl.,10,2009,Tresh_one
600089,Acanthocybium solandri,Wahoo,Solomon Isl.,Papua New Guinea,10,2036,Tresh_two
600089,Acanthocybium solandri,Wahoo,Papua New Guinea,Solomon Isl.,10,2036,Tresh_two
600089,Acanthocybium solandri,Wahoo,Taiwan,Philippines,10,2006,Tresh_one
600089,Acanthocybium solandri,Wahoo,Philippines,Taiwan,10,2006,Tresh_one
600089,Acanthocybium solandri,Wahoo,Taiwan,Philippines,10,2041,Tresh_two
600089,Acanthocybium solandri,Wahoo,Philippines,Taiwan,10,2041,Tresh_two
600089,Acanthocybium solandri,Wahoo,Vietnam,Philippines,10,2006,Tresh_one
600089,Acanthocybium solandri,Wahoo,Philippines,Vietnam,10,2006,Tresh_one
600089,Acanthocybium solandri,Wahoo,Vietnam,Philippines,10,2044,Tresh_two
600089,Acanthocybium solandri,Wahoo,Philippines,Vietnam,10,2044,Tresh_two
600089,Acanthocybium solandri,Wahoo,US Virgin Islands,Puerto Rico (USA),10,2006,Tresh_one
600089,Acanthocybium solandri,Wahoo,Puerto Rico (USA),US Virgin Islands,10,2006,Tresh_one
600089,Acanthocybium solandri,Wahoo,US Virgin Islands,Puerto Rico (USA),10,2007,Tresh_two
600089,Acanthocybium solandri,Wahoo,Puerto Rico (USA),US Virgin Islands,10,2007,Tresh_two
600089,Acanthocybium solandri,Wahoo,Saint Kitts & Nevis,Saba & Sint Eustaius (Netherlands),10,2025,Tresh_one
600089,Acanthocybium solandri,Wahoo,Saba & Sint Eustaius (Netherlands),Saint Kitts & Nevis,10,2025,Tresh_one
600089,Acanthocybium solandri,Wahoo,Saint Kitts & Nevis,Saba & Sint Eustaius (Netherlands),10,2031,Tresh_two
600089,Acanthocybium solandri,Wahoo,Saba & Sint Eustaius (Netherlands),Saint Kitts & Nevis,10,2031,Tresh_two
600089,Acanthocybium solandri,Wahoo,Saint Martin (France),Saba & Sint Eustaius (Netherlands),10,2043,Tresh_one
600089,Acanthocybium solandri,Wahoo,Saba & Sint Eustaius (Netherlands),Saint Martin (France),10,2043,Tresh_one
600089,Acanthocybium solandri,Wahoo,Saint Martin (France),Saba & Sint Eustaius (Netherlands),10,2054,Tresh_two
600089,Acanthocybium solandri,Wahoo,Saba & Sint Eustaius (Netherlands),Saint Martin (France),10,2054,Tresh_two
600089,Acanthocybium solandri,Wahoo,Sint Maarten (Netherlands),Saba & Sint Eustaius (Netherlands),10,2009,Tresh_one
600089,Acanthocybium solandri,Wahoo,Saba & Sint Eustaius (Netherlands),Sint Maarten (Netherlands),10,2009,Tresh_one
600089,Acanthocybium solandri,Wahoo,Sint Maarten (Netherlands),Saba & Sint Eustaius (Netherlands),10,2015,Tresh_two
600089,Acanthocybium solandri,Wahoo,Saba & Sint Eustaius (Netherlands),Sint Maarten (Netherlands),10,2015,Tresh_two
600089,Acanthocybium solandri,Wahoo,St Barthelemy (France),Saba & Sint Eustaius (Netherlands),10,2007,Tresh_one
600089,Acanthocybium solandri,Wahoo,Saba & Sint Eustaius (Netherlands),St Barthelemy (France),10,2007,Tresh_one
600089,Acanthocybium solandri,Wahoo,St Barthelemy (France),Saba & Sint Eustaius (Netherlands),10,2016,Tresh_two
600089,Acanthocybium solandri,Wahoo,Saba & Sint Eustaius (Netherlands),St Barthelemy (France),10,2016,Tresh_two
600089,Acanthocybium solandri,Wahoo,US Virgin Islands,Saba & Sint Eustaius (Netherlands),10,2007,Tresh_one
600089,Acanthocybium solandri,Wahoo,Saba & Sint Eustaius (Netherlands),US Virgin Islands,10,2007,Tresh_one
600089,Acanthocybium solandri,Wahoo,US Virgin Islands,Saba & Sint Eustaius (Netherlands),10,2009,Tresh_two
600089,Acanthocybium solandri,Wahoo,Saba & Sint Eustaius (Netherlands),US Virgin Islands,10,2009,Tresh_two
600089,Acanthocybium solandri,Wahoo,Venezuela,Saba & Sint Eustaius (Netherlands),10,2012,Tresh_one
600089,Acanthocybium solandri,Wahoo,Saba & Sint Eustaius (Netherlands),Venezuela,10,2012,Tresh_one
600089,Acanthocybium solandri,Wahoo,Venezuela,Saba & Sint Eustaius (Netherlands),10,2047,Tresh_two
600089,Acanthocybium solandri,Wahoo,Saba & Sint Eustaius (Netherlands),Venezuela,10,2047,Tresh_two
600089,Acanthocybium solandri,Wahoo,St Barthelemy (France),Saint Kitts & Nevis,10,2009,Tresh_one
600089,Acanthocybium solandri,Wahoo,Saint Kitts & Nevis,St Barthelemy (France),10,2009,Tresh_one
600089,Acanthocybium solandri,Wahoo,St Barthelemy (France),Saint Kitts & Nevis,10,2055,Tresh_two
600089,Acanthocybium solandri,Wahoo,Saint Kitts & Nevis,St Barthelemy (France),10,2055,Tresh_two
600089,Acanthocybium solandri,Wahoo,Venezuela,Saint Kitts & Nevis,10,2011,Tresh_one
600089,Acanthocybium solandri,Wahoo,Saint Kitts & Nevis,Venezuela,10,2011,Tresh_one
600089,Acanthocybium solandri,Wahoo,Venezuela,Saint Kitts & Nevis,10,2032,Tresh_two
600089,Acanthocybium solandri,Wahoo,Saint Kitts & Nevis,Venezuela,10,2032,Tresh_two
600089,Acanthocybium solandri,Wahoo,Saint Vincent & the Grenadines,Saint Lucia,10,2022,Tresh_one
600089,Acanthocybium solandri,Wahoo,Saint Lucia,Saint Vincent & the Grenadines,10,2022,Tresh_one
600089,Acanthocybium solandri,Wahoo,Saint Vincent & the Grenadines,Saint Lucia,10,2047,Tresh_two
600089,Acanthocybium solandri,Wahoo,Saint Lucia,Saint Vincent & the Grenadines,10,2047,Tresh_two
600089,Acanthocybium solandri,Wahoo,Venezuela,Saint Lucia,10,2006,Tresh_one
600089,Acanthocybium solandri,Wahoo,Saint Lucia,Venezuela,10,2006,Tresh_one
600089,Acanthocybium solandri,Wahoo,Venezuela,Saint Lucia,10,2007,Tresh_two
600089,Acanthocybium solandri,Wahoo,Saint Lucia,Venezuela,10,2007,Tresh_two
600089,Acanthocybium solandri,Wahoo,Sint Maarten (Netherlands),Saint Martin (France),10,2031,Tresh_one
600089,Acanthocybium solandri,Wahoo,Saint Martin (France),Sint Maarten (Netherlands),10,2031,Tresh_one
600089,Acanthocybium solandri,Wahoo,Sint Maarten (Netherlands),Saint Martin (France),10,2059,Tresh_two
600089,Acanthocybium solandri,Wahoo,Saint Martin (France),Sint Maarten (Netherlands),10,2059,Tresh_two
600089,Acanthocybium solandri,Wahoo,St Barthelemy (France),Saint Martin (France),10,2017,Tresh_one
600089,Acanthocybium solandri,Wahoo,Saint Martin (France),St Barthelemy (France),10,2017,Tresh_one
600089,Acanthocybium solandri,Wahoo,St Barthelemy (France),Saint Martin (France),10,2055,Tresh_two
600089,Acanthocybium solandri,Wahoo,Saint Martin (France),St Barthelemy (France),10,2055,Tresh_two
600089,Acanthocybium solandri,Wahoo,Trinidad & Tobago,Saint Vincent & the Grenadines,10,2006,Tresh_one
600089,Acanthocybium solandri,Wahoo,Saint Vincent & the Grenadines,Trinidad & Tobago,10,2006,Tresh_one
600089,Acanthocybium solandri,Wahoo,Trinidad & Tobago,Saint Vincent & the Grenadines,10,2051,Tresh_two
600089,Acanthocybium solandri,Wahoo,Saint Vincent & the Grenadines,Trinidad & Tobago,10,2051,Tresh_two
600089,Acanthocybium solandri,Wahoo,Venezuela,Saint Vincent & the Grenadines,10,2006,Tresh_one
600089,Acanthocybium solandri,Wahoo,Saint Vincent & the Grenadines,Venezuela,10,2006,Tresh_one
600089,Acanthocybium solandri,Wahoo,Venezuela,Saint Vincent & the Grenadines,10,2012,Tresh_two
600089,Acanthocybium solandri,Wahoo,Saint Vincent & the Grenadines,Venezuela,10,2012,Tresh_two
600089,Acanthocybium solandri,Wahoo,Tanzania,Seychelles,10,2011,Tresh_one
600089,Acanthocybium solandri,Wahoo,Seychelles,Tanzania,10,2011,Tresh_one
600089,Acanthocybium solandri,Wahoo,Tanzania,Seychelles,10,2012,Tresh_two
600089,Acanthocybium solandri,Wahoo,Seychelles,Tanzania,10,2012,Tresh_two
600089,Acanthocybium solandri,Wahoo,Tromelin Isl. (France),Seychelles,10,2006,Tresh_one
600089,Acanthocybium solandri,Wahoo,Seychelles,Tromelin Isl. (France),10,2006,Tresh_one
600089,Acanthocybium solandri,Wahoo,Tromelin Isl. (France),Seychelles,10,2006,Tresh_two
600089,Acanthocybium solandri,Wahoo,Seychelles,Tromelin Isl. (France),10,2006,Tresh_two
600089,Acanthocybium solandri,Wahoo,St Barthelemy (France),Sint Maarten (Netherlands),10,2008,Tresh_one
600089,Acanthocybium solandri,Wahoo,Sint Maarten (Netherlands),St Barthelemy (France),10,2008,Tresh_one
600089,Acanthocybium solandri,Wahoo,St Barthelemy (France),Sint Maarten (Netherlands),10,2016,Tresh_two
600089,Acanthocybium solandri,Wahoo,Sint Maarten (Netherlands),St Barthelemy (France),10,2016,Tresh_two
600089,Acanthocybium solandri,Wahoo,Vanuatu,Solomon Isl.,10,2010,Tresh_one
600089,Acanthocybium solandri,Wahoo,Solomon Isl.,Vanuatu,10,2010,Tresh_one
600089,Acanthocybium solandri,Wahoo,Vanuatu,Solomon Isl.,10,2011,Tresh_two
600089,Acanthocybium solandri,Wahoo,Solomon Isl.,Vanuatu,10,2011,Tresh_two
600089,Acanthocybium solandri,Wahoo,Vietnam,Taiwan,10,2006,Tresh_one
600089,Acanthocybium solandri,Wahoo,Taiwan,Vietnam,10,2006,Tresh_one
600089,Acanthocybium solandri,Wahoo,Vietnam,Taiwan,10,2021,Tresh_two
600089,Acanthocybium solandri,Wahoo,Taiwan,Vietnam,10,2021,Tresh_two
600089,Acanthocybium solandri,Wahoo,Venezuela,Trinidad & Tobago,10,2028,Tresh_one
600089,Acanthocybium solandri,Wahoo,Trinidad & Tobago,Venezuela,10,2028,Tresh_one
600089,Acanthocybium solandri,Wahoo,Venezuela,Trinidad & Tobago,10,2029,Tresh_two
600089,Acanthocybium solandri,Wahoo,Trinidad & Tobago,Venezuela,10,2029,Tresh_two
600089,Acanthocybium solandri,Wahoo,Venezuela,US Virgin Islands,10,2011,Tresh_one
600089,Acanthocybium solandri,Wahoo,US Virgin Islands,Venezuela,10,2011,Tresh_one
600089,Acanthocybium solandri,Wahoo,Venezuela,US Virgin Islands,10,2052,Tresh_two
600089,Acanthocybium solandri,Wahoo,US Virgin Islands,Venezuela,10,2052,Tresh_two
600090,Cetorhinus maximus,Basking shark,France (Mediterranean),Balearic Island (Spain),10,2010,Tresh_one
600090,Cetorhinus maximus,Basking shark,Balearic Island (Spain),France (Mediterranean),10,2010,Tresh_one
600090,Cetorhinus maximus,Basking shark,France (Mediterranean),Balearic Island (Spain),10,2011,Tresh_two
600090,Cetorhinus maximus,Basking shark,Balearic Island (Spain),France (Mediterranean),10,2011,Tresh_two
600090,Cetorhinus maximus,Basking shark,Spain (Mediterranean and Gulf of Cadiz),Balearic Island (Spain),10,2014,Tresh_one
600090,Cetorhinus maximus,Basking shark,Balearic Island (Spain),Spain (Mediterranean and Gulf of Cadiz),10,2014,Tresh_one
600090,Cetorhinus maximus,Basking shark,Morocco (Central),Canary Isl. (Spain),10,2008,Tresh_one
600090,Cetorhinus maximus,Basking shark,Canary Isl. (Spain),Morocco (Central),10,2008,Tresh_one
600090,Cetorhinus maximus,Basking shark,Morocco (Central),Canary Isl. (Spain),10,2032,Tresh_two
600090,Cetorhinus maximus,Basking shark,Canary Isl. (Spain),Morocco (Central),10,2032,Tresh_two
600090,Cetorhinus maximus,Basking shark,Morocco (South),Mauritania,10,2017,Tresh_one
600090,Cetorhinus maximus,Basking shark,Mauritania,Morocco (South),10,2017,Tresh_one
600090,Cetorhinus maximus,Basking shark,Morocco (South),Mauritania,10,2049,Tresh_two
600090,Cetorhinus maximus,Basking shark,Mauritania,Morocco (South),10,2049,Tresh_two
600090,Cetorhinus maximus,Basking shark,Spain (Mediterranean and Gulf of Cadiz),Portugal,10,2024,Tresh_one
600090,Cetorhinus maximus,Basking shark,Portugal,Spain (Mediterranean and Gulf of Cadiz),10,2024,Tresh_one
600090,Cetorhinus maximus,Basking shark,Spain (Mediterranean and Gulf of Cadiz),Portugal,10,2056,Tresh_two
600090,Cetorhinus maximus,Basking shark,Portugal,Spain (Mediterranean and Gulf of Cadiz),10,2056,Tresh_two
600090,Cetorhinus maximus,Basking shark,Tunisia,Sardinia (Italy),10,2010,Tresh_one
600090,Cetorhinus maximus,Basking shark,Sardinia (Italy),Tunisia,10,2010,Tresh_one
600090,Cetorhinus maximus,Basking shark,Tunisia,Sardinia (Italy),10,2014,Tresh_two
600090,Cetorhinus maximus,Basking shark,Sardinia (Italy),Tunisia,10,2014,Tresh_two
600093,Auxis rochei,Bullet tuna,Greece,Albania,10,2050,Tresh_one
600093,Auxis rochei,Bullet tuna,Albania,Greece,10,2050,Tresh_one
600093,Auxis rochei,Bullet tuna,Italy,Albania,10,2006,Tresh_one
600093,Auxis rochei,Bullet tuna,Albania,Italy,10,2006,Tresh_one
600093,Auxis rochei,Bullet tuna,Italy,Albania,10,2006,Tresh_two
600093,Auxis rochei,Bullet tuna,Albania,Italy,10,2006,Tresh_two
600093,Auxis rochei,Bullet tuna,Spain (Mediterranean and Gulf of Cadiz),Algeria,10,2006,Tresh_one
600093,Auxis rochei,Bullet tuna,Algeria,Spain (Mediterranean and Gulf of Cadiz),10,2006,Tresh_one
600093,Auxis rochei,Bullet tuna,Spain (Mediterranean and Gulf of Cadiz),Algeria,10,2006,Tresh_two
600093,Auxis rochei,Bullet tuna,Algeria,Spain (Mediterranean and Gulf of Cadiz),10,2006,Tresh_two
600093,Auxis rochei,Bullet tuna,Egypt (Mediterranean),Crete (Greece),10,2006,Tresh_one
600093,Auxis rochei,Bullet tuna,Crete (Greece),Egypt (Mediterranean),10,2006,Tresh_one
600093,Auxis rochei,Bullet tuna,Egypt (Mediterranean),Crete (Greece),10,2006,Tresh_two
600093,Auxis rochei,Bullet tuna,Crete (Greece),Egypt (Mediterranean),10,2006,Tresh_two
600093,Auxis rochei,Bullet tuna,Libya,Crete (Greece),10,2006,Tresh_one
600093,Auxis rochei,Bullet tuna,Crete (Greece),Libya,10,2006,Tresh_one
600093,Auxis rochei,Bullet tuna,Libya,Crete (Greece),10,2006,Tresh_two
600093,Auxis rochei,Bullet tuna,Crete (Greece),Libya,10,2006,Tresh_two
600093,Auxis rochei,Bullet tuna,Sardinia (Italy),France (Mediterranean),10,2014,Tresh_one
600093,Auxis rochei,Bullet tuna,France (Mediterranean),Sardinia (Italy),10,2014,Tresh_one
600093,Auxis rochei,Bullet tuna,Sardinia (Italy),France (Mediterranean),10,2017,Tresh_two
600093,Auxis rochei,Bullet tuna,France (Mediterranean),Sardinia (Italy),10,2017,Tresh_two
600093,Auxis rochei,Bullet tuna,Montenegro,Italy,10,2086,Tresh_one
600093,Auxis rochei,Bullet tuna,Italy,Montenegro,10,2086,Tresh_one
600093,Auxis rochei,Bullet tuna,Tunisia,Libya,10,2070,Tresh_one
600093,Auxis rochei,Bullet tuna,Libya,Tunisia,10,2070,Tresh_one
600093,Auxis rochei,Bullet tuna,Tunisia,Libya,10,2079,Tresh_two
600093,Auxis rochei,Bullet tuna,Libya,Tunisia,10,2079,Tresh_two
600093,Auxis rochei,Bullet tuna,Tunisia,Malta,10,2035,Tresh_one
600093,Auxis rochei,Bullet tuna,Malta,Tunisia,10,2035,Tresh_one
600093,Auxis rochei,Bullet tuna,Tunisia,Malta,10,2037,Tresh_two
600093,Auxis rochei,Bullet tuna,Malta,Tunisia,10,2037,Tresh_two
600093,Auxis rochei,Bullet tuna,United Arab Emirates (Fujairah),Oman (Musandam),10,2022,Tresh_one
600093,Auxis rochei,Bullet tuna,Oman (Musandam),United Arab Emirates (Fujairah),10,2022,Tresh_one
600093,Auxis rochei,Bullet tuna,Spain (Mediterranean and Gulf of Cadiz),Portugal,10,2006,Tresh_one
600093,Auxis rochei,Bullet tuna,Portugal,Spain (Mediterranean and Gulf of Cadiz),10,2006,Tresh_one
600093,Auxis rochei,Bullet tuna,Spain (Mediterranean and Gulf of Cadiz),Portugal,10,2074,Tresh_two
600093,Auxis rochei,Bullet tuna,Portugal,Spain (Mediterranean and Gulf of Cadiz),10,2074,Tresh_two
600093,Auxis rochei,Bullet tuna,Spain (Northwest),Portugal,10,2077,Tresh_one
600093,Auxis rochei,Bullet tuna,Portugal,Spain (Northwest),10,2077,Tresh_one
600093,Auxis rochei,Bullet tuna,Tunisia,Sardinia (Italy),10,2078,Tresh_one
600093,Auxis rochei,Bullet tuna,Sardinia (Italy),Tunisia,10,2078,Tresh_one
600093,Auxis rochei,Bullet tuna,Tunisia,Sardinia (Italy),10,2096,Tresh_two
600093,Auxis rochei,Bullet tuna,Sardinia (Italy),Tunisia,10,2096,Tresh_two
600094,Auxis thazard,Frigate tuna,Indonesia (Indian Ocean),Andaman & Nicobar Isl. (India),10,2043,Tresh_one
600094,Auxis thazard,Frigate tuna,Andaman & Nicobar Isl. (India),Indonesia (Indian Ocean),10,2043,Tresh_one
600094,Auxis thazard,Frigate tuna,Indonesia (Indian Ocean),Andaman & Nicobar Isl. (India),10,2060,Tresh_two
600094,Auxis thazard,Frigate tuna,Andaman & Nicobar Isl. (India),Indonesia (Indian Ocean),10,2060,Tresh_two
600094,Auxis thazard,Frigate tuna,Saba & Sint Eustaius (Netherlands),Anguilla (UK),10,2028,Tresh_one
600094,Auxis thazard,Frigate tuna,Anguilla (UK),Saba & Sint Eustaius (Netherlands),10,2028,Tresh_one
600094,Auxis thazard,Frigate tuna,Saba & Sint Eustaius (Netherlands),Anguilla (UK),10,2039,Tresh_two
600094,Auxis thazard,Frigate tuna,Anguilla (UK),Saba & Sint Eustaius (Netherlands),10,2039,Tresh_two
600094,Auxis thazard,Frigate tuna,Saint Martin (France),Anguilla (UK),10,2036,Tresh_one
600094,Auxis thazard,Frigate tuna,Anguilla (UK),Saint Martin (France),10,2036,Tresh_one
600094,Auxis thazard,Frigate tuna,Saint Martin (France),Anguilla (UK),10,2097,Tresh_two
600094,Auxis thazard,Frigate tuna,Anguilla (UK),Saint Martin (France),10,2097,Tresh_two
600094,Auxis thazard,Frigate tuna,St Barthelemy (France),Anguilla (UK),10,2029,Tresh_one
600094,Auxis thazard,Frigate tuna,Anguilla (UK),St Barthelemy (France),10,2029,Tresh_one
600094,Auxis thazard,Frigate tuna,St Barthelemy (France),Anguilla (UK),10,2047,Tresh_two
600094,Auxis thazard,Frigate tuna,Anguilla (UK),St Barthelemy (France),10,2047,Tresh_two
600094,Auxis thazard,Frigate tuna,US Virgin Islands,Anguilla (UK),10,2006,Tresh_one
600094,Auxis thazard,Frigate tuna,Anguilla (UK),US Virgin Islands,10,2006,Tresh_one
600094,Auxis thazard,Frigate tuna,US Virgin Islands,Anguilla (UK),10,2025,Tresh_two
600094,Auxis thazard,Frigate tuna,Anguilla (UK),US Virgin Islands,10,2025,Tresh_two
600094,Auxis thazard,Frigate tuna,Guadeloupe (France),Antigua & Barbuda,10,2048,Tresh_one
600094,Auxis thazard,Frigate tuna,Antigua & Barbuda,Guadeloupe (France),10,2048,Tresh_one
600094,Auxis thazard,Frigate tuna,Guadeloupe (France),Antigua & Barbuda,10,2055,Tresh_two
600094,Auxis thazard,Frigate tuna,Antigua & Barbuda,Guadeloupe (France),10,2055,Tresh_two
600094,Auxis thazard,Frigate tuna,Indonesia (Eastern),Australia,10,2054,Tresh_one
600094,Auxis thazard,Frigate tuna,Australia,Indonesia (Eastern),10,2054,Tresh_one
600094,Auxis thazard,Frigate tuna,Indonesia (Eastern),Australia,10,2057,Tresh_two
600094,Auxis thazard,Frigate tuna,Australia,Indonesia (Eastern),10,2057,Tresh_two
600094,Auxis thazard,Frigate tuna,Guyana,Barbados,10,2021,Tresh_one
600094,Auxis thazard,Frigate tuna,Barbados,Guyana,10,2021,Tresh_one
600094,Auxis thazard,Frigate tuna,Guyana,Barbados,10,2090,Tresh_two
600094,Auxis thazard,Frigate tuna,Barbados,Guyana,10,2090,Tresh_two
600094,Auxis thazard,Frigate tuna,Madeira Isl. (Portugal),Canary Isl. (Spain),10,2038,Tresh_one
600094,Auxis thazard,Frigate tuna,Canary Isl. (Spain),Madeira Isl. (Portugal),10,2038,Tresh_one
600094,Auxis thazard,Frigate tuna,Madeira Isl. (Portugal),Canary Isl. (Spain),10,2041,Tresh_two
600094,Auxis thazard,Frigate tuna,Canary Isl. (Spain),Madeira Isl. (Portugal),10,2041,Tresh_two
600094,Auxis thazard,Frigate tuna,Indonesia (Central),China,10,2037,Tresh_one
600094,Auxis thazard,Frigate tuna,China,Indonesia (Central),10,2037,Tresh_one
600094,Auxis thazard,Frigate tuna,Indonesia (Central),China,10,2060,Tresh_two
600094,Auxis thazard,Frigate tuna,China,Indonesia (Central),10,2060,Tresh_two
600094,Auxis thazard,Frigate tuna,Taiwan,China,10,2088,Tresh_one
600094,Auxis thazard,Frigate tuna,China,Taiwan,10,2088,Tresh_one
600094,Auxis thazard,Frigate tuna,Taiwan,China,10,2097,Tresh_two
600094,Auxis thazard,Frigate tuna,China,Taiwan,10,2097,Tresh_two
600094,Auxis thazard,Frigate tuna,Vietnam,China,10,2084,Tresh_one
600094,Auxis thazard,Frigate tuna,China,Vietnam,10,2084,Tresh_one
600094,Auxis thazard,Frigate tuna,Vietnam,China,10,2094,Tresh_two
600094,Auxis thazard,Frigate tuna,China,Vietnam,10,2094,Tresh_two
600094,Auxis thazard,Frigate tuna,Italy,France (Mediterranean),10,2049,Tresh_one
600094,Auxis thazard,Frigate tuna,France (Mediterranean),Italy,10,2049,Tresh_one
600094,Auxis thazard,Frigate tuna,Sardinia (Italy),France (Mediterranean),10,2048,Tresh_one
600094,Auxis thazard,Frigate tuna,France (Mediterranean),Sardinia (Italy),10,2048,Tresh_one
600094,Auxis thazard,Frigate tuna,Sardinia (Italy),France (Mediterranean),10,2058,Tresh_two
600094,Auxis thazard,Frigate tuna,France (Mediterranean),Sardinia (Italy),10,2058,Tresh_two
600094,Auxis thazard,Frigate tuna,Saint Vincent & the Grenadines,Grenada,10,2098,Tresh_one
600094,Auxis thazard,Frigate tuna,Grenada,Saint Vincent & the Grenadines,10,2098,Tresh_one
600094,Auxis thazard,Frigate tuna,Guinea-Bissau,Guinea,10,2058,Tresh_one
600094,Auxis thazard,Frigate tuna,Guinea,Guinea-Bissau,10,2058,Tresh_one
600094,Auxis thazard,Frigate tuna,Guinea-Bissau,Guinea,10,2060,Tresh_two
600094,Auxis thazard,Frigate tuna,Guinea,Guinea-Bissau,10,2060,Tresh_two
600094,Auxis thazard,Frigate tuna,Sierra Leone,Guinea,10,2028,Tresh_one
600094,Auxis thazard,Frigate tuna,Guinea,Sierra Leone,10,2028,Tresh_one
600094,Auxis thazard,Frigate tuna,Sierra Leone,Guinea,10,2036,Tresh_two
600094,Auxis thazard,Frigate tuna,Guinea,Sierra Leone,10,2036,Tresh_two
600094,Auxis thazard,Frigate tuna,Senegal,Guinea-Bissau,10,2071,Tresh_one
600094,Auxis thazard,Frigate tuna,Guinea-Bissau,Senegal,10,2071,Tresh_one
600094,Auxis thazard,Frigate tuna,Senegal,Guinea-Bissau,10,2082,Tresh_two
600094,Auxis thazard,Frigate tuna,Guinea-Bissau,Senegal,10,2082,Tresh_two
600094,Auxis thazard,Frigate tuna,Suriname,Guyana,10,2094,Tresh_one
600094,Auxis thazard,Frigate tuna,Guyana,Suriname,10,2094,Tresh_one
600094,Auxis thazard,Frigate tuna,Myanmar,India (mainland),10,2020,Tresh_one
600094,Auxis thazard,Frigate tuna,India (mainland),Myanmar,10,2020,Tresh_one
600094,Auxis thazard,Frigate tuna,Myanmar,India (mainland),10,2023,Tresh_two
600094,Auxis thazard,Frigate tuna,India (mainland),Myanmar,10,2023,Tresh_two
600094,Auxis thazard,Frigate tuna,Philippines,Indonesia (Eastern),10,2052,Tresh_one
600094,Auxis thazard,Frigate tuna,Indonesia (Eastern),Philippines,10,2052,Tresh_one
600094,Auxis thazard,Frigate tuna,Philippines,Indonesia (Eastern),10,2057,Tresh_two
600094,Auxis thazard,Frigate tuna,Indonesia (Eastern),Philippines,10,2057,Tresh_two
600094,Auxis thazard,Frigate tuna,Somalia,Kenya,10,2006,Tresh_one
600094,Auxis thazard,Frigate tuna,Kenya,Somalia,10,2006,Tresh_one
600094,Auxis thazard,Frigate tuna,Somalia,Kenya,10,2066,Tresh_two
600094,Auxis thazard,Frigate tuna,Kenya,Somalia,10,2066,Tresh_two
600094,Auxis thazard,Frigate tuna,Morocco (Central),Madeira Isl. (Portugal),10,2065,Tresh_one
