eez_name,eez_neighbour,variable,early,historical,mid,per_early,per_mid,per_mid_plot,per_early_plot
Angola,Congo (ex-Zaire),n_per,68,NA,80,68,80,80,68
Angola,Congo (ex-Zaire),n_spp,3,4,3,-25,-25,-25,-25
Angola,Congo (ex-Zaire),n_stock,3,4,3,-25,-25,-25,-25
Angola,Congo (ex-Zaire),sd_eez,0.06683693406277547,0.10851582714819429,0.07403955226438304,-38.41,-31.77,-31.77,-38.41
Angola,"Congo, R. of",max_eez,NA,0.8842661962187405,NA,NA,NA,NA,NA
Angola,"Congo, R. of",mean_eez,NA,0.8085698107925868,NA,NA,NA,NA,NA
Angola,"Congo, R. of",min_eez,NA,0.6733581780254368,NA,NA,NA,NA,NA
Angola,"Congo, R. of",n_per,NA,NA,NA,NA,NA,NA,NA
Angola,"Congo, R. of",n_spp,NA,4,NA,NA,NA,NA,NA
Angola,"Congo, R. of",n_stock,NA,4,NA,NA,NA,NA,NA
Angola,"Congo, R. of",sd_eez,NA,0.088006788818700707,NA,NA,NA,NA,NA
Angola,Namibia,max_eez,0.6387734891125737,0.6906193276385878,0.6363908014381402,-7.51,-7.85,-7.85,-7.51
Angola,Namibia,mean_eez,0.40740403824539106,0.5116548846465722,0.3001074758671149,-20.38,-41.35,-41.35,-20.38
Angola,Namibia,min_eez,0.13659018993098063,0.12777824825257522,0.1249668389996382,6.9,-2.2,-2.2,6.9
Angola,Namibia,n_per,68,NA,80,68,80,80,68
Angola,Namibia,n_spp,14,17,17,-17.65,0,0,-17.65
Angola,Namibia,n_stock,14,17,17,-17.65,0,0,-17.65
Angola,Namibia,sd_eez,0.1564157785755888,0.1628071718667976,0.17322245980830275,-3.93,6.4,6.4,-3.93
Anguilla (UK),Antigua & Barbuda,max_eez,0.4492338755030574,0.8045501669745814,0.45186559374252266,-44.16,-43.84,-43.84,-44.16
Anguilla (UK),Antigua & Barbuda,mean_eez,0.41926690397334865,0.44799940128937465,0.41354774322911075,-6.41,-7.69,-7.69,-6.41
Anguilla (UK),Antigua & Barbuda,min_eez,0.38929993244364,0.3603435946819118,0.3857802235083178,8.04,7.06,7.06,8.04
Anguilla (UK),Antigua & Barbuda,n_per,16.379310344827587,NA,32.758620689655174,16.379310344827587,32.758620689655174,32.758620689655174,16.379310344827587
Anguilla (UK),Antigua & Barbuda,n_spp,2,27,8,-92.59,-70.37,-70.37,-92.59
Anguilla (UK),Antigua & Barbuda,n_stock,2,27,8,-92.59,-70.37,-70.37,-92.59
Anguilla (UK),Antigua & Barbuda,sd_eez,0.042379697560562465,0.10193094571040909,0.028212256041516993,-58.42,-72.32,-72.32,-58.42
Anguilla (UK),British Virgin Isl. (UK),max_eez,0.6137155060677008,0.666295849151302,0.5730363287684264,-7.89,-14,-14,-7.89
Anguilla (UK),British Virgin Isl. (UK),mean_eez,0.5414272297772508,0.5147750051477581,0.5495994171424967,5.18,6.76,6.76,5.18
Anguilla (UK),British Virgin Isl. (UK),min_eez,0.5025532856155488,0.5014442671569983,0.5469365445613471,0.22,9.07,9.07,0.22
Anguilla (UK),British Virgin Isl. (UK),n_per,16.379310344827587,NA,32.758620689655174,16.379310344827587,32.758620689655174,32.758620689655174,16.379310344827587
Anguilla (UK),British Virgin Isl. (UK),n_spp,4,20,3,-80,-85,-85,-80
Anguilla (UK),British Virgin Isl. (UK),n_stock,4,20,3,-80,-85,-85,-80
Anguilla (UK),British Virgin Isl. (UK),sd_eez,0.046860839721300784,0.04764380584098707,0.014361861837294277,-1.64,-69.86,-69.86,-1.64
Anguilla (UK),Saba & Sint Eustaius (Netherlands),max_eez,0.838976536508648,0.9439721957665654,0.8202783430702734,-11.12,-13.1,-13.1,-11.12
Anguilla (UK),Saba & Sint Eustaius (Netherlands),mean_eez,0.6373182494107436,0.5156751932917851,0.7728608848778259,23.59,49.87,49.87,23.59
Anguilla (UK),Saba & Sint Eustaius (Netherlands),min_eez,0.4556123658962916,0.27872116322528384,0.3429403788990089,63.47,23.04,23.04,63.47
Anguilla (UK),Saba & Sint Eustaius (Netherlands),n_per,16.379310344827587,NA,32.758620689655174,16.379310344827587,32.758620689655174,32.758620689655174,16.379310344827587
Anguilla (UK),Saba & Sint Eustaius (Netherlands),n_spp,4,19,3,-78.95,-84.21,-84.21,-78.95
Anguilla (UK),Saba & Sint Eustaius (Netherlands),n_stock,4,19,3,-78.95,-84.21,-84.21,-78.95
Anguilla (UK),Saba & Sint Eustaius (Netherlands),sd_eez,0.18881590875555623,0.22063131596471688,0.2629738861692297,-14.42,19.19,19.19,-14.42
Anguilla (UK),Saint Martin (France),max_eez,0.9515105324775581,0.9601692554814223,0.9462535288104258,-0.9,-1.45,-1.45,-0.9
Anguilla (UK),Saint Martin (France),mean_eez,0.823678404271352,0.5647660248876556,0.6993818273850668,45.84,23.84,23.84,45.84
Anguilla (UK),Saint Martin (France),min_eez,0.6958462760651458,0.35831708735133183,0.5005428443456946,94.2,39.69,39.69,94.2
Anguilla (UK),Saint Martin (France),n_per,16.379310344827587,NA,32.758620689655174,16.379310344827587,32.758620689655174,32.758620689655174,16.379310344827587
Anguilla (UK),Saint Martin (France),n_spp,2,14,3,-85.71,-78.57,-78.57,-85.71
Anguilla (UK),Saint Martin (France),n_stock,2,14,3,-85.71,-78.57,-78.57,-85.71
